Location,lat,lon
jane and st john,,
jane and 401 (south of,,
yonge and montgomery,,
highway 400 and finch,,
warden and glen spring,,
10115 sheppard ave eas,,
keele st and vine ave,,
horner and judson,,
bayview and dawlish,,
8 colbourne street,,
finch and alexmuir,,
coxwell and robbins av,,
st. clair west and wel,,
dufferin and croatia,43.6588308,-79.4362983
victoria park and bren,,
st. clair and presley,,
bartor and arrow,,
bellfield and attwell,,
royalcrest and baywood,,
markham and elson,,
finch and pharmacy,,
ellesmere and highland,,
graydon hall- yorkmill,,
raab and hospital,,
1900 ellesmere,43.7745997,-79.2415615
kingston between mccow,,
coxwell and hanson,,
yore and keele,,
yonge and deloraine,,
weston and oak`,,
queen at stratchan,,
morningview and sewell,,
80 dynamic drive,43.8243141,-79.2517179
7 cresent place,,
winford at don mills,,
eglinton west and cale,,
bloor and castle frank,,
kincort and sheffiled,,
sheppard and idagrove,,
tapscott rd and mcnico,,
meadowavale and sheppa,,
yonge and steels,,
kipling and bywood,,
sheffield and ingram,,
spadina and coulson,,
sheppard and arrow,,
northwestern and kinco,,
dupont and spadina,,
weston and starview,,
keele and wandle,,
hambly and queen,,
steeles loop and kipli,,
mccowan loop at steele,,
lansdowne and wallace,,
sheppard and brian,,
o' connor drive and be,,
victoria and kingston,,
greenwood and queen,,
parliament and lower j,,
willowdale and church,,
elmburst and hinton,,
elmhurst and hinton,,
steeles and edgar wood,,
willowdale and hillcre,,
sheppard and yonge sta,,
coxwell and upper gerr,,
lakeshore and fifteent,,
bay and scollard,,
don mills and kern,,
bloor and kennedy,,
yorkmills and fenside,,
nightstar and wharnsby,,
windermere place and w,,
mclevin and empringham,,
warden and hwy 7,,
annette and clendenan,,
steeles and nw gate(st,,
terminal 3 - pearson a,,
yonge and sheldrake,,
earls court loop,,
main st station,43.6889437,-79.3014959
oakdale and eddystone,,
morning star loop,,
dixon and st philips,,
victoria park and swan,,
lawrence west and ralp,,
leslie and sheppard,,
finch and heathview,,
weston and wright,,
st. clair and o'connor,,
jane and spenvalley,,
kenendy and reidmount,,
cosburn and east york,,
lawrence and kimbark,,
eglinton and atlas,,
lawrence and carnforth,,
consumers and william,,
denton and macey,,
kingston and cliffside,,
mccowan and martindale,,
wilson and petherhil,,
spadina and st clair a,,
la rose ave and scarle,,
la rose and scarlett,,
sweeney and victoria p,,
steeles and firebrace,,
dawes and gower,,
overlea and charles hi,,
broadview and pottery,,
keele and tilbury,,
warden and carlton,,
lepage and ceramic,,
humberwood and topbank,,
dufferin and muir,,
caledonia and st clair,,
schofield and glen,,
pharmacy and biscayne,,
kennedy and trojan,,
schofield and highland,,
scholdield and maclenn,,
victoria park and inni,,
kennedy and trojan gat,,
don mills and fresh me,,
bathurst and ardmore,,
jane and yewtree,,
lundy and warren,,
dundas and gooch,,
albion and irwin,,
finch and linus,,
progress and corporate,,
berry and stephen,,
west humer and martin,,
mount pleasant and ran,,
eglinton and lillian,,
vaughn w of cherrywood,,
westhumber and martin,,
warden and finch (nort,,
humber and luvin,,
st calir ave & old wes,,
victoria park & steele,,
roger rd & caledonia,,
sheppard west and bant,,
horner and edilou,,
eglinton ave & markham,43.743382,-79.2192053
steeles ave & redlea a,,
jane & steeles ave,43.7754667,-79.5210159
finch & don mills rd,43.7928759,-79.3549862
weston and toryork,,
bloor and old mill tra,,
yonge and william cars,,
nielson and crow trail,,
markham rd and lawrenc,,
neilson and ellesmere,,
runnymede and morning,,
keele and hirons,,
finch and page,,
the east mall and capr,,
225 milliken,43.81474,-79.29889
kingston and cromwell,,
glencairn and glenmoun,,
steeles and connaught,,
donlands and wolverton,,
the queensway and ronc,,
bloor and mill,,
roncesvalles division,,
1799 king street,43.7019704,-79.5201168
terminal 1 pearson air,,
esplanade and lower sh,,
landsdowne and dupont,,
martin grove and jeffc,,
queen and empire,,
mccowan and 16th ave,,
orfus and dufferin,,
broadview and browning,,
danforth ave and trent,,
eglinton west staiton,,
dufferin st & roger rd,,
brown's line and lakes,,
oakwood and elginton,,
davenport & avenue rd,43.6748211,-79.3967481
welllesley and church,,
bathurst st & davenpor,,
meadowvale and ellesme,,
kipling sttion,,
eglinton west and jane,,
south drive and glen,,
yonge and gould,,
yonge and ranleigh,,
wislon station,,
yorkdale sttaion,,
jane and lawernce,,
hospital and wellness,,
770 queen st w,43.6460228,-79.4111812
ormont and weston,,
mount pleasent and st,,
st clair and mt pleasa,,
wilmington and cedar s,,
mabelle and cordova,,
maybelle and cordova,,
ellesmere and scarboro,,
duncan mill and don mi,,
jet liner and lawrence,,
oakwood and earsdale,,
chrstie station,,
yonge and elmwood,,
garratt and regent rd,,
lawrence and flerimac,,
sheppard wsest station,,
dundas and glenlake,,
lakeshore and thirty n,,
daisy ave and phlox av,,
markham north of 14th,43.793515,-79.2363595
weston and wallasey,,
royal york and hartfie,,
weston and st clair,,
ferris between curran,,
victoria and deanvar,,
brimley and applefield,,
don mills and donway w,,
parliament and lake sh,,
mcnicoll division,,
coxwell and plains,,
eglinton and thermos,,
lambton and jane,,
north queen and the ea,,
north queen and east m,,
pharmacy and penworth,,
islignton and eglinton,,
lawrence and meadowval,,
maple and glen,,
bathurst and elm ridge,,
finch and norwood,,
dundas and coxwell,,
wglinton and falmouth,,
sheppard and dudley,,
yonge and 401,43.660528,-79.3828143
glencairn and allen,,
laird and eglinton,,
sentinal and the pond,,
hullmar and jane,43.7615019,-79.5208617
jane st and spenvalley,,
steeles and fenmar,,
steeles and tangreen,,
wilson station upper b,,
pleasant and avoca (we,,
bathurst and steeles,,
yonge and turnberry,,
harbord and spadina,,
mccowan and kenhatch,,
eglinton and centre,43.706892,-79.3992228
yorkland and smooth ro,,
wilson and morton shul,,
kennedy and eglinton (,43.733246,-79.2625089
airport and derry,,
wilson and james finla,,
hillcrest complex - gu,43.6750449,-79.4178664
park lawn and lakeshor,,
senlac and sheppard,,
bergamot and islington,,
st. clair and rexleigh,,
sir william hearst and,,
humber college and and,43.6698886,-79.3835891
st clair and linden,,
kipling and holywell,,
wilson station - upper,43.7347191,-79.4510027
bathurst and fairholme,,
alness and flint,,
prince arthur and bedf,,
humber college blve an,,
dufferin and auburn,,
jane and dupont,,
eglington and jane,,
wilson and dalner,,
eglinton and scott,,
queensway and islingto,,
amazon fullfillment ce,,
braecrest and the west,,
eastdale ave and secor,,
pape and bain,,
lawrence and wexford,,
military trail (u of t,,
avenue and yorkville,,
caledonia and glencari,,
parkside and howard,,
jane and ardagh,,
bloor and resurrection,,
finch and topcliff,,
danforth and coxwell,,
yonge and belmont stre,,
bloor and bay,43.668164,-79.3937619
strong and driftwood,,
pape and o'connor dr,,
sentinel and the pond,,
eglinton and weston rd,,
sherbourne and richmon,,
humberline to york mil,,
royal york and la rose,,
broadview and hogarth,,
kingston rd and birchm,,
queen and carlaw,,
eglinton and hakim ave,,
bathurst and vaughan,,
tretheway and todd bay,,
warden and glencove,,
lawrence and hickory t,,
danforth and berrymore,,
international and carl,,
lawrence and tremont,,
millwood and redway,,
brimely and steeles,,
kingston rd and gallow,,
the west mall and eva,,
dufferine and sylvan,,
grantbrook and blake,,
dufferin and dundas we,,
wilson ave and julian,,
brown's line and finsb,,
sherbourne and esplana,,
kennedy and kenmark,,
bathurst and frontenac,,
caledonia and playfair,,
mardowvale loop,,
staines and morningsid,,
bay and cumberland,,
bloor and huron,,
danforth and logan,,
steeles and conacher,,
dufferin and castlefie,,
nugget and markahm,,
lawrence and martin gr,,
kennedy and bellbrook,,
keele and parkside,,
sheppard and bryant,,
pharmacy and sheppard,,
676 strathmore blvd,43.6868798,-79.3123492
mccowan and huronia,,
garratt and katherine,,
sheppard and arleta,,
driftwood and london g,,
ellesmere and dormingt,,
dupont and bartlett,,
midland and lord rober,,
queensway garagae,,
martin grove and john,,
wilson and ridley,,
overlea and thornciffe,,
queen's park and treas,,
birchmount and finch,,
mccowan and highway 7,,
bloor and yonge,43.6699711,-79.3865615
willowdale and parkvie,,
the westway and royal,,
runnymede and webb,,
kenendy and mcnicoll,,
park lawn and queenswa,,
parklawn and queensway,,
danforth and donalds,,
kenndy and sheppard,,
driftwood and yorkwood,,
victory and mcnaughton,,
queensway and roncesva,,
nielson rd and nielson,,
jane and weatherall,,
parliament and queen,,
evans and wickman,,
oriole and anderson,,
eastern and woodfield,,
west mall and burnamth,,
st george,43.6684387,-79.398844
pharmacy and surrey,,
mccowan and major mack,,
concord and hallam,,
markham and orchid pla,,
chaplin cres and eglin,,
king and dunn ave,,
victoria park and swee,,
wilson and garratt blv,,
rylander and durnford,,
weston and victoria,,
kennedy and forbes,,
martin grove and westw,,
york mills and parkwoo,,
kingston and bingham,,
york mills and fenside,,
grenoble and spanbridg,,
735 pape avenue,43.6684554,-79.3405426
dennis and deauville,,
martingrove loop,,
danforth and cedarvale,,
bloor and queens park,,
beattie and albion,,
bloor and bedford,,
eastern and woodfiled,,
culford and lawrence,,
birchnount and verdale,,
tangiers rd and keele,,
victoria park and curl,,
st clair stn,43.6877384,-79.3925845
eglinton stn,43.705539,-79.3992343
eastern and knox,,
kipling and west way,,
queen and jameson,,
elmhurst and beecroft,,
dufferin and hallam,,
jane and john,,
kodiak crescent and sh,,
woodfield and greenwoo,,
attwell and disco,,
pioneer vilage station,,
queen and parliament,,
coxwell and gerrad,,
steeles and tapscott,,
dundas west and keele,,
westmall and bloor,,
newgale and finchdene,,
woodfield and eastern,,
arleta and medal lane,,
keele and densley ave,,
marine parade and lake,,
mortimer and pape,,
bathurst and centre,43.6667497,-79.4120336
royal york and cawell,,
louvain and humber,,
kelle and glenlake,,
steeles and tangreen c,,
warden and huntington,,
royal york and dundas,,
townsend and freshmead,,
caledonia and leswyn,,
steeles and fairway he,,
kingston road,43.7133755,-79.2460513
tanbridge and byng,,
neilson and morningsid,,
yonge and blythwood,,
eglinton and walder,,
sheffield and kincort,,
lawson and irvine,,
queen and bay,43.6573501,-79.383365
bathurst and ava,,
dufferin loop,43.6343691,-79.426253
jane and goldwin,,
jane and goldwynn,,
dufferin and st. clair,,
orton park and northfi,,
transit and wilson,,
bayview and truman,,
woodbine and plains,,
jane and ardah,,
bloor and cosmo,,
eglinton and kennedy (,,
beecroft and sheppard,,
princes and nova scoti,,
princess and newfoundl,,
woodbine racetrack,43.7123437,-79.6028216
royal york and albani,,
ian mac donald and chi,,
arrow rd and sheppard,,
kipling and princess m,,
terminal 3 and exit 40,,
finch and edithvale,,
beechgrove and bethley,,
steeles and grandview,,
glencairn and marlee,,
highland and roxboroug,,
cosbourn and pape,,
keele and colville,,
cummer ave and willow,,
gerrard and scarboroug,,
east mall and yarn,,
york mills and silverd,,
marlee and glencairn,,
bayview and brickworks,,
dufferin gate,43.613162,-79.5309422
o'connor and don mills,,
cliff and humber,,
dundas and indian grov,,
brimley and mccool,,
kipling startion,,
danforth and linsmore,,
sloane and wigmore,,
o'connor and st. clair,,
st clair and rexleigh,,
bathurst and shallmar,,
steeles and miliken go,,
calyson and wilson,,
mcowan and sheppard,,
steeles loop (martingr,,
shaw and queen,43.6410504,-79.4148615
broadview stn,43.6766981,-79.3585879
evergreen brickworks -,,
redlea cul de sac,,
steeles and pharmacy,,
seppard and yorkland,,
sheppard and tuscan ga,,
eglinton ave east and,,
birchmount and highway,,
kennedy and eaton,,
hullmar and wheelwrigh,,
lawrence and milden ha,,
signal hill ave and st,,
jarvis and lakeshore,,
bathurst and elderwood,,
eglinton and sutherlan,,
summerhill and macklen,,
roe and avenue rd,,
mcnicoll and ironside,,
lawrence and the donwa,,
weston rd (black creek,43.7200363,-79.5371437
morningstar and gorewa,,
parliament and adelaid,,
sheppard and barberry,,
arleta and sheppard,,
birchmount garage - tr,,
dovercourt and northum,,
renforth and eringate,,
finch and huntingdale,,
foxwell and duern,,
east mall and gordon p,,
bathurst and shelborne,,
castlemore and markham,,
maple ad glen,,
ameer and baycrest,,
sandra and st. clair,,
danforth and hollyhedg,,
dundas and shuter,,
keele and dovehouse,,
jane and folkes st,,
pearson - terminal 3,43.6424461,-79.4447644
lawrence west and bent,,
hospital and wellnes w,,
mt pleasant and cresen,,
kingston rd and st. cl,,
deauville and st denni,,
bay and grosvenor,43.6626172,-79.3862907
warden and st. clair (,,
st clair and vaughan r,,
bradstock and weston r,,
queens plate and harne,,
kipling and finch ave,,
morningside and pan am,,
dundas and gilmour,,
kennedy and craiglee,,
humber collage,,
dufferin and caledonia,,
ossington and humbert,,
weston and seneca,,
islington and chilchot,,
strachan and ordnance,,
gerrard and hamilton,,
rogers and forbes,,
finch and chesswood,,
rogers and rockvale,,
lipton and pape,,
martingrove and brunel,,
milner and cinemart,,
dundas and windemere,,
christie and tyrrel,,
ellesmere and vic park,,
queens plate drive and,,
st clair and mondovi g,,
gardiner and spadina,,
coxwell and cosburn,,
warden and 16th,,
steeles and silverstar,,
centenial college,,
yonge and bishop (sout,,
beechgrove and janella,,
warden and walbon,,
jane and bexley,,
jand and firgrove,,
ellesmere and zaph,,
concorde place,43.7291441,-79.3283425
dundas and jerome,,
eglinton and rangoon,,
lawreence west station,,
kingston and blantyre,,
lawrence west and west,,
craigton and pharamcy,,
donmills and eglinton,,
nugget ave and shortin,,
alliance ave and dalry,,
queensway and roncessa,,
bathurst and reiner rd,,
the queensway and king,,
bloor and parliamet,,
dufferin and rogers rd,,
leslie barns,43.6584927,-79.3251882
warden and danforth ro,,
yonge and briar hill a,,
york mills and yonge s,,
finchdene and finchden,,
dufferin and bowle,,
finch and greenview,,
finch and victoria,,
riverdale and carlaw,,
pape and rivercourt,,
avenue and st clair,,
steeles and old kenned,,
sherbourne between wel,,
martin groove and toll,,
st clair and kenwood,,
horner and brown's lin,,
east mall and capri,,
85 emmett avenue,43.6872974,-79.5063242
zoo road and meadowval,,
elmhurst and hallow cr,,
islington and milady,,
leslie and mosley,,
bayview and manor,,
leslie and kirkwood (n,,
martin grove rexdale b,,
thretheway amd jane,,
mccaul loop,,
signet and old weston,,
saulter and commission,,
albion and bankfield,,
59 maybell ave,,
mabelle and dundas,,
wellness way and armis,,
bayview and pottery rd,,
benton and lawrence,,
old weston rd and st.,,
queensway and king,,
eglinton between kipli,,
